Country Code,year,edu_spend_by_gdp
SLB,1980,
SLE,1980,
SLV,1980,
SMR,1980,
SOM,1980,
SRB,1980,
SSA,1980,
SSD,1980,
SSF,1980,
SST,1980,3.768079996
STP,1980,
SUR,1980,
SVK,1980,
SVN,1980,
SWE,1980,6.546460152
SWZ,1980,5.297200203
SXM,1980,
SYC,1980,
SYR,1980,4.575530052
TCA,1980,
TCD,1980,
TEA,1980,
TEC,1980,
TGO,1980,
THA,1980,2.5745399
TJK,1980,
TKM,1980,
TLA,1980,
TLS,1980,
TMN,1980,4.575530052
TON,1980,
TSA,1980,1.820885003
TSS,1980,
TTO,1980,3.768079996
TUN,1980,5.235159874
TUR,1980,
TUV,1980,
TZA,1980,2.625319958
UGA,1980,
UKR,1980,
UMC,1980,
URY,1980,2.159509897
USA,1980,
UZB,1980,
VCT,1980,
VEN,1980,4.400720119
VGB,1980,
VIR,1980,
VNM,1980,
VUT,1980,
WLD,1980,
WSM,1980,
XKX,1980,
YEM,1980,
ZAF,1980,
ZMB,1980,4.126709938
ZWE,1980,2.544179916
ABW,1981,
AFE,1981,
AFG,1981,
AFW,1981,
AGO,1981,
ALB,1981,
AND,1981,
ARB,1981,
ARE,1981,
ARG,1981,
ARM,1981,
ASM,1981,
ATG,1981,
AUS,1981,
AUT,1981,5.38891983
AZE,1981,
BDI,1981,3.346760035
BEL,1981,5.435319901
BEN,1981,
BFA,1981,
BGD,1981,1.071499944
BGR,1981,
BHR,1981,
BHS,1981,
BIH,1981,
BLR,1981,
BLZ,1981,
BMU,1981,
BOL,1981,
BRA,1981,
BRB,1981,
BRN,1981,0.753610015
BTN,1981,
BWA,1981,
CAF,1981,
CAN,1981,6.409019947
CEB,1981,
CHE,1981,4.196919918
CHI,1981,
CHL,1981,4.914299965
CHN,1981,1.948809981
CIV,1981,
CMR,1981,
COD,1981,2.535049915
COG,1981,
COL,1981,2.597239971
COM,1981,
CPV,1981,
CRI,1981,
CSS,1981,
CUB,1981,
CUW,1981,
CYM,1981,
CYP,1981,3.791320086
CZE,1981,
DEU,1981,
DJI,1981,
DMA,1981,
DNK,1981,
DOM,1981,
DZA,1981,
EAP,1981,
EAR,1981,
EAS,1981,
ECA,1981,
ECS,1981,
ECU,1981,
EGY,1981,
EMU,1981,
ERI,1981,
ESP,1981,
EST,1981,
ETH,1981,1.858070016
EUU,1981,
FCS,1981,
FIN,1981,4.834119797
FJI,1981,5.821209908
FRA,1981,4.780169964
FRO,1981,
FSM,1981,
GAB,1981,
GBR,1981,5.2884202
GEO,1981,
GHA,1981,1.808120012
GIB,1981,
GIN,1981,
GMB,1981,
GNB,1981,
GNQ,1981,
GRC,1981,1.716670036
GRD,1981,
GRL,1981,
GTM,1981,
GUM,1981,
GUY,1981,
HIC,1981,4.80714488
HKG,1981,2.271729946
HND,1981,
HPC,1981,
HRV,1981,
HTI,1981,1.393740058
HUN,1981,4.433020115
IBD,1981,
IBT,1981,
IDA,1981,
IDB,1981,
IDN,1981,
IDX,1981,
IMN,1981,
IND,1981,
INX,1981,
IRL,1981,5.732019901
IRN,1981,7.131400108
IRQ,1981,
ISL,1981,
ISR,1981,6.760389805
ITA,1981,
JAM,1981,
JOR,1981,5.167679787
JPN,1981,4.956820011
KAZ,1981,
KEN,1981,5.923729897
KGZ,1981,
KHM,1981,
KIR,1981,
KNA,1981,
KOR,1981,2.898629904
KWT,1981,2.719140053
LAC,1981,
LAO,1981,
LBN,1981,
LBR,1981,
LBY,1981,
LCA,1981,
LCN,1981,
LDC,1981,
LIC,1981,
LIE,1981,
LKA,1981,2.442209959
LMC,1981,
LMY,1981,
LSO,1981,
LTE,1981,
LTU,1981,
LUX,1981,4.687980175
LVA,1981,
MAC,1981,
MAF,1981,
MAR,1981,5.689260006
MCO,1981,
MDA,1981,
MDG,1981,2.879909992
MDV,1981,
MEA,1981,5.167679787
MEX,1981,
MHL,1981,
MIC,1981,
MKD,1981,
MLI,1981,3.447940111
MLT,1981,2.865329981
MMR,1981,
MNA,1981,
MNE,1981,
MNG,1981,
MNP,1981,
MOZ,1981,
MRT,1981,
MUS,1981,4.986839771
MWI,1981,
MYS,1981,6.696969986
NAC,1981,6.409019947
NAM,1981,
NCL,1981,
NER,1981,
NGA,1981,
NIC,1981,
NLD,1981,5.740920067
NOR,1981,5.543640137
NPL,1981,
NRU,1981,
NZL,1981,4.44054985
OED,1981,4.914299965
OMN,1981,
OSS,1981,
PAK,1981,1.972450018
PAN,1981,3.431799889
PER,1981,
PHL,1981,
PLW,1981,
PNG,1981,
POL,1981,
PRE,1981,
PRI,1981,
PRK,1981,
PRT,1981,3.185750008
PRY,1981,
PSE,1981,
PSS,1981,
PST,1981,4.80714488
PYF,1981,
QAT,1981,
ROU,1981,
RUS,1981,
RWA,1981,4.392970085
SAS,1981,1.756854951
SAU,1981,3.890249968
SDN,1981,
SEN,1981,
SGP,1981,2.583659887
SLB,1981,
SLE,1981,
SLV,1981,
SMR,1981,
SOM,1981,
SRB,1981,
SSA,1981,
SSD,1981,
SSF,1981,
SST,1981,
STP,1981,
SUR,1981,
SVK,1981,
SVN,1981,
SWE,1981,6.790969849
SWZ,1981,6.58382988
SXM,1981,
SYC,1981,
SYR,1981,5.383920193
TCA,1981,
TCD,1981,
TEA,1981,
TEC,1981,
TGO,1981,4.16519022
THA,1981,2.883140087
TJK,1981,
TKM,1981,
TLA,1981,
TLS,1981,
TMN,1981,
TON,1981,
TSA,1981,1.756854951
TSS,1981,
TTO,1981,
TUN,1981,4.889359951
TUR,1981,2.208300114
TUV,1981,
TZA,1981,
UGA,1981,
UKR,1981,
UMC,1981,
URY,1981,
USA,1981,
UZB,1981,
VCT,1981,
VEN,1981,5.187439919
VGB,1981,
VIR,1981,
VNM,1981,
VUT,1981,
WLD,1981,
WSM,1981,
XKX,1981,
YEM,1981,
ZAF,1981,
ZMB,1981,4.000720024
ZWE,1981,3.351540089
ABW,1982,
AFE,1982,
AFG,1982,
AFW,1982,
AGO,1982,
ALB,1982,
AND,1982,
ARB,1982,
ARE,1982,
ARG,1982,1.597869992
ARM,1982,
ASM,1982,
ATG,1982,
AUS,1982,5.47191
AUT,1982,5.384079933
AZE,1982,
BDI,1982,
BEL,1982,5.316730022
BEN,1982,
BFA,1982,
BGD,1982,1.011639953
BGR,1982,
BHR,1982,
BHS,1982,
BIH,1982,
BLR,1982,
BLZ,1982,
BMU,1982,
BOL,1982,
BRA,1982,
BRB,1982,
BRN,1982,0.81020999
BTN,1982,
BWA,1982,
CAF,1982,
CAN,1982,6.49725008
CEB,1982,
CHE,1982,4.263169765
CHI,1982,
CHL,1982,
CHN,1982,2.034480095
CIV,1982,
CMR,1982,2.984970093
COD,1982,2.799819946
COG,1982,
COL,1982,
COM,1982,
CPV,1982,
CRI,1982,4.885069847
CSS,1982,5.457399845
CUB,1982,
CUW,1982,
CYM,1982,
CYP,1982,3.731780052
CZE,1982,
DEU,1982,
DJI,1982,
DMA,1982,
DNK,1982,
DOM,1982,1.538910031
DZA,1982,
EAP,1982,
EAR,1982,
EAS,1982,3.903290033
ECA,1982,
ECS,1982,
ECU,1982,
EGY,1982,5.608300209
EMU,1982,
ERI,1982,
ESP,1982,
EST,1982,
ETH,1982,2.060930014
EUU,1982,
FCS,1982,
FIN,1982,4.780519962
FJI,1982,
FRA,1982,4.908480167
FRO,1982,
FSM,1982,
GAB,1982,
GBR,1982,5.188700199
GEO,1982,
GHA,1982,1.904539943
GIB,1982,
GIN,1982,
GMB,1982,
GNB,1982,
GNQ,1982,
GRC,1982,1.710630059
GRD,1982,
GRL,1982,
GTM,1982,
GUM,1982,
GUY,1982,
HIC,1982,4.908480167
HKG,1982,1.669829965
HND,1982,
HPC,1982,
HRV,1982,
HTI,1982,1.079540014
HUN,1982,4.435649872
IBD,1982,
IBT,1982,
IDA,1982,
IDB,1982,
IDN,1982,
IDX,1982,
IMN,1982,
IND,1982,
INX,1982,
IRL,1982,5.389530182
IRN,1982,5.802050114
IRQ,1982,
ISL,1982,
ISR,1982,6.351990223
ITA,1982,
JAM,1982,
JOR,1982,5.088540077
JPN,1982,4.939760208
KAZ,1982,
KEN,1982,5.678120136
KGZ,1982,
KHM,1982,
KIR,1982,
KNA,1982,
KOR,1982,6.329669952
KWT,1982,3.03350997
LAC,1982,
LAO,1982,
LBN,1982,
LBR,1982,
LBY,1982,
LCA,1982,5.538790226
LCN,1982,
LDC,1982,
LIC,1982,
LIE,1982,
LKA,1982,2.558500051
LMC,1982,
LMY,1982,
LSO,1982,
LTE,1982,
LTU,1982,
LUX,1982,5.275619984
LVA,1982,
MAC,1982,
MAF,1982,
MAR,1982,6.122680187
MCO,1982,
MDA,1982,
MDG,1982,2.32178998
MDV,1982,
MEA,1982,5.447175026
MEX,1982,
MHL,1982,
MIC,1982,
MKD,1982,
MLI,1982,3.278850079
MLT,1982,2.854079962
MMR,1982,
MNA,1982,5.608300209
MNE,1982,
MNG,1982,
MNP,1982,
MOZ,1982,
MRT,1982,
MUS,1982,4.542620182
MWI,1982,
MYS,1982,7.03278017
NAC,1982,6.49725008
NAM,1982,
NCL,1982,
NER,1982,
NGA,1982,
NIC,1982,
NLD,1982,5.686639786
NOR,1982,5.678850174
NPL,1982,
NRU,1982,
NZL,1982,4.532700062
OED,1982,5.064230204
OMN,1982,
OSS,1982,
PAK,1982,2.013669968
PAN,1982,3.41850996
PER,1982,
PHL,1982,1.825880051
PLW,1982,
PNG,1982,
POL,1982,
PRE,1982,
PRI,1982,
PRK,1982,
PRT,1982,3.329099894
PRY,1982,
PSE,1982,
PSS,1982,
PST,1982,4.924120188
PYF,1982,
QAT,1982,
ROU,1982,
RUS,1982,
RWA,1982,
SAS,1982,1.785070002
SAU,1982,4.142549992
SDN,1982,
SEN,1982,
SGP,1982,3.267760038
SLB,1982,
SLE,1982,
SLV,1982,
SMR,1982,
SOM,1982,
SRB,1982,
SSA,1982,
SSD,1982,
SSF,1982,
SST,1982,5.457399845
STP,1982,
SUR,1982,
SVK,1982,
SVN,1982,
SWE,1982,
SWZ,1982,6.753640175
SXM,1982,
SYC,1982,
SYR,1982,5.897610188
TCA,1982,
TCD,1982,
TEA,1982,
TEC,1982,
TGO,1982,
THA,1982,3.273880005
TJK,1982,
TKM,1982,
TLA,1982,
TLS,1982,
TMN,1982,5.608300209
TON,1982,
TSA,1982,1.785070002
TSS,1982,
TTO,1982,5.457399845
TUN,1982,5.286049843
TUR,1982,1.754909992
TUV,1982,
TZA,1982,
UGA,1982,2.515520096
UKR,1982,
UMC,1982,
URY,1982,
USA,1982,
UZB,1982,
VCT,1982,
VEN,1982,5.008950233
VGB,1982,
VIR,1982,
VNM,1982,
VUT,1982,
WLD,1982,
WSM,1982,
XKX,1982,
YEM,1982,
ZAF,1982,
ZMB,1982,5.154870033
ZWE,1982,
ABW,1983,
AFE,1983,
AFG,1983,
AFW,1983,
AGO,1983,
ALB,1983,
AND,1983,
ARB,1983,
ARE,1983,
ARG,1983,1.617499948
ARM,1983,
ASM,1983,
ATG,1983,
AUS,1983,5.364490032
AUT,1983,5.324639797
AZE,1983,
BDI,1983,
BEL,1983,
BEN,1983,
BFA,1983,1.754480004
BGD,1983,1.032670021
BGR,1983,
BHR,1983,
BHS,1983,
BIH,1983,
BLR,1983,
BLZ,1983,
BMU,1983,
BOL,1983,
BRA,1983,
BRB,1983,
BRN,1983,
BTN,1983,
BWA,1983,5.552269936
CAF,1983,
CAN,1983,6.855470181
CEB,1983,
CHE,1983,4.367179871
CHI,1983,
CHL,1983,
CHN,1983,2.076920033
CIV,1983,
CMR,1983,3.496890068
COD,1983,1.29945004
COG,1983,
COL,1983,
COM,1983,
CPV,1983,
CRI,1983,4.957779884
CSS,1983,5.766600132
CUB,1983,
CUW,1983,
CYM,1983,
CYP,1983,
CZE,1983,
DEU,1983,
DJI,1983,
DMA,1983,
DNK,1983,
DOM,1983,1.463829994
DZA,1983,
EAP,1983,
EAR,1983,
EAS,1983,
ECA,1983,
ECS,1983,
ECU,1983,
EGY,1983,5.221489906
EMU,1983,
ERI,1983,
ESP,1983,
EST,1983,
ETH,1983,2.246030092
EUU,1983,
FCS,1983,
FIN,1983,4.857230186
FJI,1983,6.486690044
FRA,1983,4.909450054
FRO,1983,
FSM,1983,
GAB,1983,
GBR,1983,5.061500072
GEO,1983,
GHA,1983,
GIB,1983,
GIN,1983,
GMB,1983,
GNB,1983,
GNQ,1983,
GRC,1983,1.712499976
GRD,1983,
GRL,1983,
GTM,1983,
GUM,1983,
GUY,1983,8.253470421
HIC,1983,5.009639978
HKG,1983,2.57859993
HND,1983,
HPC,1983,
HRV,1983,
HTI,1983,1.022210002
HUN,1983,5.206699848
IBD,1983,
IBT,1983,
IDA,1983,
IDB,1983,
IDN,1983,
IDX,1983,
IMN,1983,
IND,1983,
INX,1983,
IRL,1983,5.446539879
IRN,1983,4.180530071
IRQ,1983,
ISL,1983,
ISR,1983,6.683819771
ITA,1983,4.477739811
JAM,1983,
JOR,1983,4.927959919
JPN,1983,4.723460197
KAZ,1983,
KEN,1983,5.438300133
KGZ,1983,
KHM,1983,
KIR,1983,
KNA,1983,
KOR,1983,4.315380096
KWT,1983,5.090270042
LAC,1983,
LAO,1983,
LBN,1983,
LBR,1983,
LBY,1983,
LCA,1983,
LCN,1983,
LDC,1983,
LIC,1983,
LIE,1983,
LKA,1983,2.39060998
LMC,1983,
LMY,1983,
LSO,1983,10.09694004
LTE,1983,
LTU,1983,
LUX,1983,3.319669962
LVA,1983,
MAC,1983,
MAF,1983,
MAR,1983,6.174670219
MCO,1983,
MDA,1983,
MDG,1983,1.989009976
MDV,1983,
MEA,1983,5.221489906
MEX,1983,
MHL,1983,
MIC,1983,
MKD,1983,
MLI,1983,
MLT,1983,3.314690113
MMR,1983,
MNA,1983,
MNE,1983,
MNG,1983,
MNP,1983,
MOZ,1983,
MRT,1983,
MUS,1983,4.39455986
MWI,1983,
MYS,1983,
NAC,1983,6.855470181
NAM,1983,
NCL,1983,
NER,1983,
NGA,1983,
NIC,1983,
NLD,1983,5.4927001
NOR,1983,5.646299839
NPL,1983,
NRU,1983,
NZL,1983,
OED,1983,4.957779884
OMN,1983,
OSS,1983,4.39455986
PAK,1983,1.995769978
PAN,1983,3.550909996
PER,1983,
PHL,1983,1.483029962
PLW,1983,
PNG,1983,
POL,1983,
PRE,1983,
PRI,1983,
PRK,1983,
PRT,1983,3.23281002
PRY,1983,
PSE,1983,
PSS,1983,
PST,1983,4.857230186
PYF,1983,
QAT,1983,
ROU,1983,
RUS,1983,
RWA,1983,
SAS,1983,1.71164
SAU,1983,5.977970123
SDN,1983,
SEN,1983,
SGP,1983,3.947720051
SLB,1983,
SLE,1983,
SLV,1983,
SMR,1983,
SOM,1983,
SRB,1983,
SSA,1983,
SSD,1983,
SSF,1983,
SST,1983,5.080579996
STP,1983,
SUR,1983,
SVK,1983,
SVN,1983,
SWE,1983,
SWZ,1983,
SXM,1983,
SYC,1983,
SYR,1983,
TCA,1983,
TCD,1983,
TEA,1983,
TEC,1983,
TGO,1983,
THA,1983,3.463870049
TJK,1983,
TKM,1983,
TLA,1983,
TLS,1983,
TMN,1983,
TON,1983,
TSA,1983,1.71164
TSS,1983,
TTO,1983,5.766600132
TUN,1983,5.457630157
TUR,1983,2.647599936
TUV,1983,
TZA,1983,
UGA,1983,1.689090014
UKR,1983,
UMC,1983,
URY,1983,
USA,1983,
UZB,1983,
VCT,1983,
VEN,1983,6.059820175
VGB,1983,
VIR,1983,
VNM,1983,
VUT,1983,
WLD,1983,
WSM,1983,
XKX,1983,
YEM,1983,
ZAF,1983,
ZMB,1983,5.388020039
ZWE,1983,4.145480156
ABW,1984,
AFE,1984,
AFG,1984,
AFW,1984,
AGO,1984,
ALB,1984,
AND,1984,
ARB,1984,
ARE,1984,
ARG,1984,2.56972003
ARM,1984,
ASM,1984,
ATG,1984,
AUS,1984,
AUT,1984,5.315289974
AZE,1984,
BDI,1984,
BEL,1984,
BEN,1984,
BFA,1984,
BGD,1984,1.223029971
BGR,1984,
BHR,1984,
BHS,1984,
BIH,1984,
BLR,1984,
BLZ,1984,
BMU,1984,
BOL,1984,
BRA,1984,
BRB,1984,
BRN,1984,
BTN,1984,
BWA,1984,5.551660061
CAF,1984,
CAN,1984,6.61841011
CEB,1984,
CHE,1984,4.227119923
CHI,1984,
CHL,1984,
CHN,1984,1.998630047
CIV,1984,
CMR,1984,3.246370077
COD,1984,0.704140007
COG,1984,
COL,1984,3.004290104
COM,1984,
CPV,1984,
CRI,1984,
CSS,1984,5.87390995
CUB,1984,
CUW,1984,
CYM,1984,
CYP,1984,3.601910114
CZE,1984,
DEU,1984,
DJI,1984,
DMA,1984,
DNK,1984,
DOM,1984,1.334550023
DZA,1984,
EAP,1984,
EAR,1984,
EAS,1984,
ECA,1984,
ECS,1984,
ECU,1984,4.203420162
EGY,1984,
EMU,1984,
ERI,1984,
ESP,1984,
EST,1984,
ETH,1984,2.06062007
EUU,1984,
FCS,1984,
FIN,1984,4.700500011
FJI,1984,
FRA,1984,4.919929981
FRO,1984,
FSM,1984,
GAB,1984,
GBR,1984,4.899059772
GEO,1984,
GHA,1984,
GIB,1984,
GIN,1984,0.334939986
GMB,1984,
GNB,1984,
GNQ,1984,
GRC,1984,1.835559964
GRD,1984,
GRL,1984,
GTM,1984,
GUM,1984,
GUY,1984,7.227479935
HIC,1984,
HKG,1984,2.581690073
HND,1984,
HPC,1984,
HRV,1984,
HTI,1984,0.986190021
HUN,1984,4.773930073
IBD,1984,
IBT,1984,
IDA,1984,
IDB,1984,
IDN,1984,
IDX,1984,
IMN,1984,
IND,1984,
INX,1984,
IRL,1984,5.281700134
IRN,1984,3.801609993
IRQ,1984,
ISL,1984,
ISR,1984,6.672719955
ITA,1984,4.763589859
JAM,1984,
JOR,1984,5.936950207
JPN,1984,
KAZ,1984,
KEN,1984,4.580959797
KGZ,1984,
KHM,1984,
KIR,1984,
KNA,1984,
KOR,1984,4.005320072
KWT,1984,5.148880005
LAC,1984,
LAO,1984,
LBN,1984,
LBR,1984,
LBY,1984,
LCA,1984,
LCN,1984,
LDC,1984,
LIC,1984,
LIE,1984,
LKA,1984,2.165260077
LMC,1984,
LMY,1984,
LSO,1984,6.428410053
LTE,1984,
LTU,1984,
LUX,1984,
LVA,1984,
MAC,1984,
MAF,1984,
MAR,1984,5.190130234
MCO,1984,
MDA,1984,
MDG,1984,2.204519987
MDV,1984,
MEA,1984,5.517449856
MEX,1984,
MHL,1984,
MIC,1984,
MKD,1984,
MLI,1984,
MLT,1984,3.078720093
MMR,1984,
MNA,1984,
MNE,1984,
MNG,1984,
MNP,1984,
MOZ,1984,
MRT,1984,
MUS,1984,4.032519817
MWI,1984,
MYS,1984,5.66629982
NAC,1984,6.61841011
NAM,1984,
NCL,1984,
NER,1984,
NGA,1984,
NIC,1984,
NLD,1984,5.082630157
NOR,1984,5.429369926
NPL,1984,
NRU,1984,
NZL,1984,4.045680046
OED,1984,4.768759966
OMN,1984,
OSS,1984,4.032519817
PAK,1984,2.069849968
PAN,1984,3.468709946
PER,1984,
PHL,1984,
PLW,1984,
PNG,1984,
POL,1984,
PRE,1984,
PRI,1984,
PRK,1984,
PRT,1984,3.142539978
PRY,1984,
PSE,1984,
PSS,1984,
PST,1984,
PYF,1984,
QAT,1984,
ROU,1984,
RUS,1984,
RWA,1984,
SAS,1984,1.694145024
SAU,1984,6.109570026
SDN,1984,
SEN,1984,
SGP,1984,
SLB,1984,
SLE,1984,
SLV,1984,
SMR,1984,
SOM,1984,
SRB,1984,
SSA,1984,
SSD,1984,
SSF,1984,
SST,1984,4.953214884
STP,1984,
SUR,1984,
SVK,1984,
SVN,1984,
SWE,1984,
SWZ,1984,
SXM,1984,
SYC,1984,11.30568981
SYR,1984,6.133890152
TCA,1984,
TCD,1984,
TEA,1984,
TEC,1984,
TGO,1984,3.819269896
THA,1984,3.437220097
TJK,1984,
TKM,1984,
TLA,1984,
TLS,1984,
TMN,1984,
TON,1984,10.34650993
TSA,1984,1.694145024
TSS,1984,
TTO,1984,5.87390995
TUN,1984,5.517449856
TUR,1984,2.029230118
TUV,1984,
TZA,1984,
UGA,1984,2.428359985
UKR,1984,
UMC,1984,
URY,1984,2.373389959
USA,1984,
UZB,1984,
VCT,1984,
VEN,1984,4.063729763
VGB,1984,
VIR,1984,
VNM,1984,
VUT,1984,
WLD,1984,
WSM,1984,
XKX,1984,
YEM,1984,
ZAF,1984,
ZMB,1984,4.9885602
ZWE,1984,5.791500092
ABW,1985,
AFE,1985,4.090219975
AFG,1985,
AFW,1985,
AGO,1985,4.090219975
ALB,1985,
AND,1985,
ARB,1985,
ARE,1985,
ARG,1985,1.361860037
ARM,1985,
ASM,1985,
ATG,1985,
AUS,1985,5.397459984
AUT,1985,5.318039894
AZE,1985,
BDI,1985,
BEL,1985,
BEN,1985,
BFA,1985,1.763960004
BGD,1985,1.271180034
BGR,1985,
BHR,1985,
BHS,1985,
BIH,1985,
BLR,1985,
BLZ,1985,
BMU,1985,3.034490108
BOL,1985,
BRA,1985,
BRB,1985,
BRN,1985,
BTN,1985,
BWA,1985,5.650720119
CAF,1985,
CAN,1985,6.189430237
CEB,1985,
CHE,1985,4.174630165
CHI,1985,
CHL,1985,
CHN,1985,2.008140087
CIV,1985,
CMR,1985,
COD,1985,0.825699985
COG,1985,
COL,1985,2.715270042
COM,1985,
CPV,1985,
CRI,1985,
CSS,1985,5.767749786
CUB,1985,
CUW,1985,
CYM,1985,
CYP,1985,3.586960077
CZE,1985,
DEU,1985,
DJI,1985,
DMA,1985,
DNK,1985,
DOM,1985,1.210190058
DZA,1985,
EAP,1985,
EAR,1985,
EAS,1985,
ECA,1985,
ECS,1985,
ECU,1985,5.2333498
EGY,1985,
EMU,1985,
ERI,1985,
ESP,1985,
EST,1985,
ETH,1985,2.280659914
EUU,1985,
FCS,1985,
FIN,1985,5.047160149
FJI,1985,
FRA,1985,4.904029846
FRO,1985,
FSM,1985,
GAB,1985,
GBR,1985,4.594089985
GEO,1985,
GHA,1985,
GIB,1985,
GIN,1985,
GMB,1985,4.295149803
GNB,1985,
GNQ,1985,
GRC,1985,
GRD,1985,
GRL,1985,
GTM,1985,
GUM,1985,
GUY,1985,
HIC,1985,
HKG,1985,2.558969975
HND,1985,
HPC,1985,
HRV,1985,
HTI,1985,0.969290018
HUN,1985,4.547679901
IBD,1985,
IBT,1985,
IDA,1985,
IDB,1985,
IDN,1985,
IDX,1985,
IMN,1985,
IND,1985,
INX,1985,
IRL,1985,5.248370171
IRN,1985,3.460190058
IRQ,1985,
ISL,1985,
ISR,1985,7.643529892
ITA,1985,4.679019928
JAM,1985,5.391900063
JOR,1985,
JPN,1985,
KAZ,1985,
KEN,1985,5.199769974
KGZ,1985,
KHM,1985,
KIR,1985,
KNA,1985,3.965029955
KOR,1985,3.986449957
KWT,1985,5.007619858
LAC,1985,
LAO,1985,
LBN,1985,
LBR,1985,
LBY,1985,
LCA,1985,
LCN,1985,
LDC,1985,
LIC,1985,
LIE,1985,
LKA,1985,2.576139927
LMC,1985,
LMY,1985,
LSO,1985,7.088580132
LTE,1985,
LTU,1985,
LUX,1985,
LVA,1985,
MAC,1985,
MAF,1985,
MAR,1985,5.102169991
MCO,1985,
MDA,1985,
MDG,1985,2.071460009
MDV,1985,
MEA,1985,
MEX,1985,
MHL,1985,
MIC,1985,
MKD,1985,
MLI,1985,
MLT,1985,3.248339891
MMR,1985,
MNA,1985,
MNE,1985,
MNG,1985,
MNP,1985,
MOZ,1985,
MRT,1985,
MUS,1985,3.910439968
MWI,1985,
MYS,1985,6.11111021
NAC,1985,6.189430237
NAM,1985,
NCL,1985,
NER,1985,
NGA,1985,
NIC,1985,
NLD,1985,5.464829922
NOR,1985,5.255670071
NPL,1985,
NRU,1985,
NZL,1985,3.546299934
OED,1985,4.791524887
OMN,1985,
OSS,1985,3.910439968
PAK,1985,2.43543005
PAN,1985,3.521460056
PER,1985,
PHL,1985,
PLW,1985,
PNG,1985,
POL,1985,
PRE,1985,
PRI,1985,
PRK,1985,
PRT,1985,3.262490034
PRY,1985,1.395849943
PSE,1985,
PSS,1985,
PST,1985,
PYF,1985,
QAT,1985,
ROU,1985,
RUS,1985,
RWA,1985,
SAS,1985,1.92365998
SAU,1985,
SDN,1985,
SEN,1985,
SGP,1985,
SLB,1985,
SLE,1985,
SLV,1985,
SMR,1985,
SOM,1985,
SRB,1985,
SSA,1985,
SSD,1985,
SSF,1985,
SST,1985,4.839094877
STP,1985,
SUR,1985,
SVK,1985,
SVN,1985,
SWE,1985,
SWZ,1985,
SXM,1985,
SYC,1985,9.617790222
SYR,1985,6.070049763
TCA,1985,
TCD,1985,
TEA,1985,
TEC,1985,
TGO,1985,
THA,1985,
TJK,1985,
TKM,1985,
TLA,1985,
TLS,1985,
TMN,1985,
TON,1985,
TSA,1985,1.92365998
TSS,1985,
TTO,1985,5.767749786
TUN,1985,5.539720058
TUR,1985,1.738109946
TUV,1985,
TZA,1985,
UGA,1985,3.431960106
UKR,1985,
UMC,1985,
URY,1985,2.566790104
USA,1985,
UZB,1985,
VCT,1985,
VEN,1985,
VGB,1985,
VIR,1985,
VNM,1985,
VUT,1985,
WLD,1985,
WSM,1985,
XKX,1985,
YEM,1985,
ZAF,1985,
ZMB,1985,4.145840168
ZWE,1985,7.419260025
ABW,1986,
AFE,1986,
AFG,1986,
AFW,1986,
AGO,1986,5.722690105
ALB,1986,
AND,1986,
ARB,1986,
ARE,1986,
ARG,1986,1.26154995
ARM,1986,
ASM,1986,
ATG,1986,
AUS,1986,5.26872015
AUT,1986,5.521580219
AZE,1986,
BDI,1986,
BEL,1986,4.852290154
BEN,1986,
BFA,1986,
BGD,1986,1.343490005
BGR,1986,
BHR,1986,
BHS,1986,
BIH,1986,
BLR,1986,
BLZ,1986,
BMU,1986,
BOL,1986,
BRA,1986,
BRB,1986,
BRN,1986,
BTN,1986,
BWA,1986,5.185929775
CAF,1986,2.207750082
CAN,1986,6.020589828
CEB,1986,
CHE,1986,4.210080147
CHI,1986,
CHL,1986,
CHN,1986,2.061549902
CIV,1986,
CMR,1986,2.848340034
COD,1986,0.722500026
COG,1986,
COL,1986,
COM,1986,
CPV,1986,
CRI,1986,4.420269966
CSS,1986,
CUB,1986,
CUW,1986,
CYM,1986,
CYP,1986,3.488970041
CZE,1986,
DEU,1986,
DJI,1986,
DMA,1986,
DNK,1986,5.860209942
DOM,1986,
DZA,1986,
EAP,1986,
EAR,1986,
EAS,1986,
ECA,1986,
ECS,1986,
ECU,1986,6.87237978
EGY,1986,
EMU,1986,4.852290154
ERI,1986,
ESP,1986,
EST,1986,
ETH,1986,2.085900068
EUU,1986,
FCS,1986,
FIN,1986,5.101789951
FJI,1986,
FRA,1986,4.748099804
FRO,1986,
FSM,1986,
GAB,1986,
GBR,1986,4.380839825
GEO,1986,
GHA,1986,3.354480028
GIB,1986,
GIN,1986,
GMB,1986,3.484730005
GNB,1986,
GNQ,1986,
GRC,1986,1.859220028
GRD,1986,
GRL,1986,
GTM,1986,
GUM,1986,
GUY,1986,
HIC,1986,4.751039982
HKG,1986,
HND,1986,
HPC,1986,
HRV,1986,
HTI,1986,
HUN,1986,4.751039982
IBD,1986,
IBT,1986,
IDA,1986,
IDB,1986,
IDN,1986,
IDX,1986,
IMN,1986,
IND,1986,
INX,1986,
IRL,1986,5.301209927
IRN,1986,3.569910049
IRQ,1986,
ISL,1986,
ISR,1986,5.841420174
ITA,1986,4.644199848
JAM,1986,4.603980064
JOR,1986,3.284359932
JPN,1986,
KAZ,1986,
KEN,1986,6.013790131
KGZ,1986,
KHM,1986,
KIR,1986,
KNA,1986,
KOR,1986,3.635940075
KWT,1986,5.400839806
LAC,1986,
